"Province","District","Facility","DatimTarget","DATIMTarget_Adj","Indicator","Group"
"Luapula","Samfya","Chimembe Rural Health Centre",2,2,"PrEP_NEW","Adults"
"Luapula","Samfya","Chinsaka Rural Health Centre",32,32,"PrEP_NEW","Adults"
"Luapula","Samfya","Fwaka East 8 Rural Health Centre",25,25,"PrEP_NEW","Adults"
"Luapula","Samfya","Kabongo Rural Health Centre",32,32,"PrEP_NEW","Adults"
"Luapula","Samfya","Kalasa Mukoso Rural Health Centre",5,5,"PrEP_NEW","Adults"
"Luapula","Samfya","Kapata East 1 Rural Health Centre",14,14,"PrEP_NEW","Adults"
"Luapula","Samfya","Kapata Rural Health Centre",2,2,"PrEP_NEW","Adults"
"Luapula","Samfya","Kasanka Rural Health Centre",159,159,"PrEP_NEW","Adults"
"Luapula","Samfya","Kasoma Bangweulu Health Post",102,102,"PrEP_NEW","Adults"
"Luapula","Samfya","Katanshya Rural Health Centre",54,54,"PrEP_NEW","Adults"
"Luapula","Samfya","Mabo Kunda Rural Health Centre",15,15,"PrEP_NEW","Adults"
"Luapula","Samfya","Mushili Rural Health Centre",5,5,"PrEP_NEW","Adults"
"Luapula","Samfya","Chipako Rural Health Centre",5,5,"PrEP_NEW","Adults"
"Luapula","Samfya","Ninge Rural Health Centre",3,3,"PrEP_NEW","Adults"
"Luapula","Samfya","Samfya District Hospital",25,25,"PrEP_NEW","Adults"
"Luapula","Samfya","Samfya Stage II Rural Health Centre",345,345,"PrEP_NEW","Adults"
" "," "," ",NA,NA,"PrEP_NEW","Adults"
"Luapula","Kawambwa","Kawambwa Hospital Affiliated Health Centre",100,100,"KP_PREV","Adults"
"Luapula","Mansa","Mansa Correctional Facility",611,611,"KP_PREV","Adults"
"Luapula","Mansa","Senama Level1 Hospital",61,61,"KP_PREV","Adults"
"Luapula","Mwense","Mwense Rural Health Centre",100,100,"KP_PREV","Adults"
"Luapula","Samfya","Samfya Stage II Rural Health Centre",382,382,"KP_PREV","Adults"
"Luapula","Chembe","Chembe Rural Health Centre",38,38,"GEND_GBV","Adults"
"Luapula","Chienge","Chipungu Rural Health Centre",1,1,"GEND_GBV","Adults"
"Luapula","Chienge","Kabole Rural Health Centre",30,30,"GEND_GBV","Adults"
"Luapula","Chienge","Lunchinda Health Post",5,5,"GEND_GBV","Adults"
"Luapula","Chienge","Puta Rural Health Centre",1,1,"GEND_GBV","Adults"
"Luapula","Chifunabuli","Kasaba Mission Hospital",19,19,"GEND_GBV","Adults"
"Luapula","Chifunabuli","Lubwe Mission Hospital",19,19,"GEND_GBV","Adults"
"Luapula","Chipili","Chipili Rural Health Centre",38,38,"GEND_GBV","Adults"
"Luapula","Kawambwa","Kawambwa District Hospital",32,32,"GEND_GBV","Adults"
"Luapula","Kawambwa","Munkanta Rural Health Centre",5,5,"GEND_GBV","Adults"
"Luapula","Kawambwa","Mushota Zonal Rural Health Centre",1,1,"GEND_GBV","Adults"
"Luapula","Mansa","Fibale Health Post",8,8,"GEND_GBV","Adults"
"Luapula","Mansa","Mansa General Hospital",8,8,"GEND_GBV","Adults"
"Luapula","Mansa","Senama Level1 Hospital",21,21,"GEND_GBV","Adults"
"Luapula","Mwense","Lukwesa Rural Health Centre",8,8,"GEND_GBV","Adults"
"Luapula","Mwense","Mambilima Mission Hospital",4,4,"GEND_GBV","Adults"
"Luapula","Mwense","Musangu Rural Health Centre",19,19,"GEND_GBV","Adults"
"Luapula","Mwense","Mwense Rural Health Centre",8,8,"GEND_GBV","Adults"
"Luapula","Nchelenge","Kabuta Rural Health Centre",2,2,"GEND_GBV","Adults"
"Luapula","Nchelenge","Kafutuma Rural Health Centre",2,2,"GEND_GBV","Adults"
"Luapula","Nchelenge","Kanyembo Rural Health Centre",24,24,"GEND_GBV","Adults"
"Luapula","Nchelenge","Nchelenge Rural Health Centre",10,10,"GEND_GBV","Adults"
"Luapula","Samfya","Chimembe Rural Health Centre",6,6,"GEND_GBV","Adults"
"Luapula","Samfya","Kasanka Rural Health Centre",6,6,"GEND_GBV","Adults"
"Luapula","Samfya","Samfya Stage II Rural Health Centre",25,25,"GEND_GBV","Adults"
"Luapula","Chembe","Chembe min hospital",77,77,"VMMC_CIRC","Adults"
"Luapula","Chipili","Chipili Rural Health Centre",190,190,"VMMC_CIRC","Adults"
"Luapula","Chipili","Kalundu Rural Health Centre",38,38,"VMMC_CIRC","Adults"
"Luapula","Chipili","Luminu Rural Health Centre",38,38,"VMMC_CIRC","Adults"
"Luapula","Chipili","Mukanga Health Post",33,33,"VMMC_CIRC","Adults"
"Luapula","Chipili","Mukonshi Rural Health Centre",25,25,"VMMC_CIRC","Adults"
"Luapula","Chipili","Mutipula Rural Health Centre",124,124,"VMMC_CIRC","Adults"
"Luapula","Chipili","Mwenda Rural Health Centre",301,301,"VMMC_CIRC","Adults"
"Luapula","Chifunabuli","Mwansakombe Rural Health Centre",0,0,"VMMC_CIRC","Adults"
"Luapula","Chifunabuli","Mwewa Health Post",NA,NA,"VMMC_CIRC","Adults"
"Luapula","Chifunabuli","Nambale Rural Health Centre",NA,NA,"VMMC_CIRC","Adults"
"Luapula","Kawambwa","Kawambwa District Hospital",695,695,"VMMC_CIRC","Adults"
"Luapula","Kawambwa","Kawambwa Tea Rural Health Centre",75,75,"VMMC_CIRC","Adults"
"Luapula","Kawambwa","Mufwaya Rural Health Centre",7,7,"VMMC_CIRC","Adults"
"Luapula","Kawambwa","Munkanta Rural Health Centre",134,134,"VMMC_CIRC","Adults"
"Luapula","Kawambwa","Mushota Zonal Rural Health Centre",89,89,"VMMC_CIRC","Adults"
"Luapula","Mansa","Buntungwa Urban Health Centre",18,18,"VMMC_CIRC","Adults"
"Luapula","Mansa","Central Urban Health Centre",1531,1531,"VMMC_CIRC","Adults"
"Luapula","Mansa","Fibale Health Post",200,200,"VMMC_CIRC","Adults"
"Luapula","Mansa","Fiyongoli Health Post",12,12,"VMMC_CIRC","Adults"
"Luapula","Mansa","Mabumba Rural Health Centre",166,166,"VMMC_CIRC","Adults"
"Luapula","Mansa","Mano Rural Health Centre",112,112,"VMMC_CIRC","Adults"
"Luapula","Mansa","Mansa General Hospital",529,529,"VMMC_CIRC","Adults"
"Luapula","Mansa","Musaila Rural Health Centre",179,179,"VMMC_CIRC","Adults"
"Luapula","Mansa","Musumali Health Post",277,277,"VMMC_CIRC","Adults"
"Luapula","Mansa","Namwandwe Health Post",31,31,"VMMC_CIRC","Adults"
"Luapula","Mansa","Senama Level1 Hospital",880,880,"VMMC_CIRC","Adults"
"Luapula","Mansa","Sumbu Health Post",62,62,"VMMC_CIRC","Adults"
"Luapula","Mwansabombwe","Chipunka Rural Health Centre",121,121,"VMMC_CIRC","Adults"
"Luapula","Mwansabombwe","Kazembe Zonal Rural Health Centre",452,452,"VMMC_CIRC","Adults"
"Luapula","Mwansabombwe","Lufubu Rural Health Centre",110,110,"VMMC_CIRC","Adults"
"Luapula","Mwansabombwe","Mbereshi Mission Hospital",412,412,"VMMC_CIRC","Adults"
"Luapula","Mwansabombwe","Salanga Rural Health Centre",397,397,"VMMC_CIRC","Adults"
"Luapula","Nchelenge","Chabilikila Rural Health Centre",51,51,"VMMC_CIRC","Adults"
"Luapula","Nchelenge","Kabuta Rural Health Centre",365,365,"VMMC_CIRC","Adults"
"Luapula","Nchelenge","Kafutuma Rural Health Centre",167,167,"VMMC_CIRC","Adults"
"Luapula","Nchelenge","Kambwali Rural Health Centre",92,92,"VMMC_CIRC","Adults"
"Luapula","Nchelenge","Kanyembo Rural Health Centre",187,187,"VMMC_CIRC","Adults"
"Luapula","Nchelenge","Kashikishi Hospital Affiliated Health Centre",62,62,"VMMC_CIRC","Adults"
"Luapula","Nchelenge","Kefulwa Health Post",59,59,"VMMC_CIRC","Adults"
"Luapula","Nchelenge","Nchelenge Correctional Facility",2,2,"VMMC_CIRC","Adults"
"Luapula","Nchelenge","Nchelenge Rural Health Centre",224,224,"VMMC_CIRC","Adults"
"Luapula","Nchelenge","St Pauls Mission Hospital",233,233,"VMMC_CIRC","Adults"
"Luapula","Samfya","Chimembe Rural Health Centre",11,11,"VMMC_CIRC","Adults"
"Luapula","Samfya","Chinsaka Rural Health Centre",62,62,"VMMC_CIRC","Adults"
"Luapula","Samfya","Chipako Rural Health Centre",21,21,"VMMC_CIRC","Adults"
"Luapula","Samfya","Fwaka East 8 Rural Health Centre",4,4,"VMMC_CIRC","Adults"
"Luapula","Samfya","Kabongo Rural Health Centre",343,343,"VMMC_CIRC","Adults"
"Luapula","Samfya","Kalasa Mukoso Rural Health Centre",93,93,"VMMC_CIRC","Adults"
"Luapula","Samfya","Kapata East 1 Rural Health Centre",61,61,"VMMC_CIRC","Adults"
"Luapula","Samfya","Kasanka Rural Health Centre",161,161,"VMMC_CIRC","Adults"
"Luapula","Samfya","Kasoma Bangweulu Health Post",64,64,"VMMC_CIRC","Adults"
"Luapula","Samfya","Katanshya Rural Health Centre",261,261,"VMMC_CIRC","Adults"
"Luapula","Samfya","Mabo Kunda Rural Health Centre",40,40,"VMMC_CIRC","Adults"
"Luapula","Samfya","Mpanta Rural Health Centre",57,57,"VMMC_CIRC","Adults"
"Luapula","Samfya","Mushili Rural Health Centre",2,2,"VMMC_CIRC","Adults"
"Luapula","Samfya","Ninge Rural Health Centre",25,25,"VMMC_CIRC","Adults"
"Luapula","Samfya","Samfya Stage II Rural Health Centre",703,703,"VMMC_CIRC","Adults"
"Muchinga","Chinsali","Cheswa Health Post",1,1,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Chinsali Correctional Facility",14,14,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Chinsali District Hospital",126,126,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Chinsali General Hospital",21,21,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Chinsali Hospital Affiliated Health Centre",59,59,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Chunga Rural Health Centre",1,1,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Kalwala Health Post",13,13,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Lubwa Rural Health Centre",37,37,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Mulilansolo Rural Health Centre",22,22,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Mundu Rural Health Centre",12,12,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Munsanya Health Post",12,12,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Nambuluma Police Rural Health Centre",30,30,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Nkula Health Post",4,4,"HTS_TST_POS","Adults"
"Muchinga","Isoka","Isoka Correctional Facility",4,4,"HTS_TST_POS","Adults"
"Muchinga","Isoka","Isoka District Hospital",73,73,"HTS_TST_POS","Adults"
"Muchinga","Isoka","Isoka OPD",45,45,"HTS_TST_POS","Adults"
"Muchinga","Isoka","Kafwimbi Rural Health Centre",9,9,"HTS_TST_POS","Adults"
"Muchinga","Isoka","Kalungu Rural Health Centre",27,27,"HTS_TST_POS","Adults"
"Muchinga","Isoka","Kampumbu Rural Health Centre",17,17,"HTS_TST_POS","Adults"
"Muchinga","Isoka","Kantenshya Health Post",3,3,"HTS_TST_POS","Adults"
"Muchinga","Isoka","Kapililonga Health Post",16,16,"HTS_TST_POS","Adults"
"Muchinga","Isoka","Lualizi Health Post",19,19,"HTS_TST_POS","Adults"
"Muchinga","Isoka","Nzoche Health Post",1,1,"HTS_TST_POS","Adults"
"Muchinga","Isoka","Sansamwenje Health Post",9,9,"HTS_TST_POS","Adults"
"Muchinga","Kanchibiya","Chalabesa Rural Health Centre",21,21,"HTS_TST_POS","Adults"
"Muchinga","Kanchibiya","Chikakala Health Post",78,78,"HTS_TST_POS","Adults"
"Muchinga","Kanchibiya","Chinkobo Health Post",2,2,"HTS_TST_POS","Adults"
"Muchinga","Kanchibiya","Kabinga Rural Health Centre",3,3,"HTS_TST_POS","Adults"
"Muchinga","Kanchibiya","Kaonda Rural Health Centre",2,2,"HTS_TST_POS","Adults"
"Muchinga","Kanchibiya","Kopa Rural Health Centre",37,37,"HTS_TST_POS","Adults"
"Muchinga","Kanchibiya","Luchembe Health Post",31,31,"HTS_TST_POS","Adults"
"Muchinga","Kanchibiya","Mapoma Rural Health Centre",33,33,"HTS_TST_POS","Adults"
"Muchinga","Kanchibiya","Mbati Rural Health Centre",39,39,"HTS_TST_POS","Adults"
"Muchinga","Kanchibiya","Mpepo Rural Health Centre",54,54,"HTS_TST_POS","Adults"
"Muchinga","Lavushimanda","Chiunda Ponde Rural Health Centre",24,24,"HTS_TST_POS","Adults"
"Muchinga","Lavushimanda","Kapilya Rural Health Centre",4,4,"HTS_TST_POS","Adults"
"Muchinga","Lavushimanda","Lubunga Rural Health Centre",22,22,"HTS_TST_POS","Adults"
"Muchinga","Lavushimanda","Lukulu Rural Health Centre",13,13,"HTS_TST_POS","Adults"
"Muchinga","Lavushimanda","Mabonga Health Post",4,4,"HTS_TST_POS","Adults"
"Muchinga","Lavushimanda","Mpumba Rural Health Centre",58,58,"HTS_TST_POS","Adults"
"Muchinga","Lavushimanda","Muwele Rural Health Centre",6,6,"HTS_TST_POS","Adults"
"Muchinga","Lavushimanda","Mwelushi Health Post",24,24,"HTS_TST_POS","Adults"
"Muchinga","Lavushimanda","Salamo Health Post",1,1,"HTS_TST_POS","Adults"
"Muchinga","Mafinga","Chanama Health Post",7,7,"HTS_TST_POS","Adults"
"Muchinga","Mafinga","Chifunda Health Post",15,15,"HTS_TST_POS","Adults"
"Muchinga","Mafinga","Kalyamani Health Post",7,7,"HTS_TST_POS","Adults"
"Muchinga","Mafinga","Mulekatembo Rural Health Centre",39,39,"HTS_TST_POS","Adults"
"Muchinga","Mafinga","Muyombe Rural Health Centre",86,86,"HTS_TST_POS","Adults"
"Muchinga","Mafinga","Mweniwisi Health Post",17,17,"HTS_TST_POS","Adults"
"Muchinga","Mafinga","Nachisitu Rural Health Centre",2,2,"HTS_TST_POS","Adults"
"Muchinga","Mafinga","Thendere Rural Health Centre",47,47,"HTS_TST_POS","Adults"
"Muchinga","Mafinga","Zumbe Health Post",5,5,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Chibansa Urban Health Centre",15,15,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Chilonga Mission Hospital",40,40,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Chitulika Health Post",40,40,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Kamwanya Health Post",58,58,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Kasenga Rural Health Centre",21,21,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Lufila Rural Health Centre",1,1,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Michael Chilufya Sata Hospital",50,50,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Mpika Correctional Facility",2,2,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Mpika District Hospital Affiliated Health Centre",91,91,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Mukungule Rural Health Centre",9,9,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Nabwalya Rural Health Centre",6,6,"HTS_TST_POS","Adults"
"Muchinga","Mpika","St Odilia Rural Health Center",5,5,"HTS_TST_POS","Adults"
"Muchinga","Mpika","Tazara Health Post",15,15,"HTS_TST_POS","Adults"
"Muchinga","Mpika","TZR Residential Rural Health Centre",25,25,"HTS_TST_POS","Adults"
"Muchinga","Mpika","ZCA Rural Health Centre",15,15,"HTS_TST_POS","Adults"
"Muchinga","Nakonde","Chilolwa Rural Health Centre",13,13,"HTS_TST_POS","Adults"
"Muchinga","Nakonde","Chozi Rural Health Centre",13,13,"HTS_TST_POS","Adults"
"Muchinga","Nakonde","Kaombwe Health Post",5,5,"HTS_TST_POS","Adults"
"Muchinga","Nakonde","Katozi Health Post",39,39,"HTS_TST_POS","Adults"
"Muchinga","Nakonde","Mwenechanka Rural Health Centre",4,4,"HTS_TST_POS","Adults"
"Muchinga","Nakonde","Mwenzo Rural Health Centre",25,25,"HTS_TST_POS","Adults"
"Muchinga","Nakonde","Nakonde District Hospital",80,80,"HTS_TST_POS","Adults"
"Muchinga","Nakonde","Nakonde Urban Health Centre",140,140,"HTS_TST_POS","Adults"
"Muchinga","Nakonde","Ntantumbila Rural Health Centre",10,10,"HTS_TST_POS","Adults"
"Muchinga","Nakonde","Shemu Rural Health Centre",7,7,"HTS_TST_POS","Adults"
"Muchinga","Nakonde","Waitwika Rural Health Centre",12,12,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Ilondola Rural Health Centre",12,12,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Kabanda Rural Health Centre",10,10,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Konja Rural Health Centre",19,19,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Lukaka Rural Health Centre",2,2,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Lwanya Health Post",25,25,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Matumbo Rural Health Centre",39,39,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Mukwikile Health Post",9,9,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Mulanga Rural Health Centre",16,16,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Mwika Rural Health Centre",20,20,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Philip Health Post",3,3,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Shiwang`andu Urban Health Centre",53,53,"HTS_TST_POS","Adults"
"Muchinga","Shiwang'andu","Shiwangandu Rural Health Centre",15,15,"HTS_TST_POS","Adults"
NA,NA,NA,NA,NA,"HTS_TST_POS","Adults"
NA,NA,NA,NA,NA,"HTS_TST_POS","Adults"
"Muchinga","Chinsali","Cheswa Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Chinsali Correctional Facility",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Chinsali District Hospital",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Chinsali General Hospital",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Chinsali Hospital Affiliated Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Chunga Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Kalwala Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Lubwa Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Mulilansolo Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Mundu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Munsanya Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Nambuluma Police Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Nkula Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Isoka","Isoka Correctional Facility",0,0,"HTS_TST_POS","Peads"
"Muchinga","Isoka","Isoka District Hospital",0,0,"HTS_TST_POS","Peads"
"Muchinga","Isoka","Isoka OPD",0,0,"HTS_TST_POS","Peads"
"Muchinga","Isoka","Kafwimbi Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Isoka","Kalungu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Isoka","Kampumbu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Isoka","Kantenshya Health Post",1,1,"HTS_TST_POS","Peads"
"Muchinga","Isoka","Kapililonga Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Isoka","Lualizi Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Isoka","Nzoche Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Isoka","Sansamwenje Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Kanchibiya","Chalabesa Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Kanchibiya","Chikakala Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Kanchibiya","Chinkobo Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Kanchibiya","Kabinga Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Kanchibiya","Kaonda Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Kanchibiya","Kopa Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Kanchibiya","Luchembe Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Kanchibiya","Mapoma Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Kanchibiya","Mbati Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Kanchibiya","Mpepo Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Lavushimanda","Chiunda Ponde Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Lavushimanda","Kapilya Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Lavushimanda","Lubunga Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Lavushimanda","Lukulu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Lavushimanda","Mabonga Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Lavushimanda","Mpumba Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Lavushimanda","Muwele Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Lavushimanda","Mwelushi Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Lavushimanda","Salamo Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mafinga","Chanama Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mafinga","Chifunda Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mafinga","Kalyamani Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mafinga","Mulekatembo Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mafinga","Muyombe Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mafinga","Mweniwisi Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mafinga","Nachisitu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mafinga","Thendere Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mafinga","Zumbe Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Chibansa Urban Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Chilonga Mission Hospital",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Chitulika Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Kamwanya Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Kasenga Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Lufila Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Michael Chilufya Sata Hospital",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Mpika Correctional Facility",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Mpika District Hospital Affiliated Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Mukungule Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Nabwalya Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","St Odilia Rural Health Center",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","Tazara Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","TZR Residential Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Mpika","ZCA Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Nakonde","Chilolwa Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Nakonde","Chozi Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Nakonde","Kaombwe Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Nakonde","Katozi Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Nakonde","Mwenechanka Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Nakonde","Mwenzo Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Nakonde","Nakonde District Hospital",0,0,"HTS_TST_POS","Peads"
"Muchinga","Nakonde","Nakonde Urban Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Nakonde","Ntantumbila Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Nakonde","Shemu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Nakonde","Waitwika Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Ilondola Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Kabanda Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Konja Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Lukaka Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Lwanya Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Matumbo Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Mukwikile Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Mulanga Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Mwika Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Philip Health Post",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Shiwang`andu Urban Health Centre",0,0,"HTS_TST_POS","Peads"
"Muchinga","Shiwang'andu","Shiwangandu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
NA,NA,NA,NA,NA,"HTS_TST_POS","Peads"
NA,NA,NA,NA,NA,"HTS_TST_POS","Peads"
"Muchinga","Chinsali","Cheswa Health Post",30,33,"TX_CURR","Adults"
"Muchinga","Chinsali","Chinsali Correctional Facility",39,42,"TX_CURR","Adults"
"Muchinga","Chinsali","Chinsali District Hospital",2081,2289,"TX_CURR","Adults"
"Muchinga","Chinsali","Chinsali General Hospital",81,89,"TX_CURR","Adults"
"Muchinga","Chinsali","Chinsali Hospital Affiliated Health Centre",1013,1114,"TX_CURR","Adults"
"Muchinga","Chinsali","Chunga Rural Health Centre",26,29,"TX_CURR","Adults"
"Muchinga","Chinsali","Kalwala Health Post",151,166,"TX_CURR","Adults"
"Muchinga","Chinsali","Lubwa Rural Health Centre",518,569,"TX_CURR","Adults"
"Muchinga","Chinsali","Mulilansolo Rural Health Centre",233,256,"TX_CURR","Adults"
"Muchinga","Chinsali","Mundu Rural Health Centre",104,114,"TX_CURR","Adults"
"Muchinga","Chinsali","Munsanya Health Post",96,106,"TX_CURR","Adults"
"Muchinga","Chinsali","Nambuluma Police Rural Health Centre",359,395,"TX_CURR","Adults"
"Muchinga","Chinsali","Nkula Health Post",46,51,"TX_CURR","Adults"
"Muchinga","Isoka","Isoka Correctional Facility",23,26,"TX_CURR","Adults"
"Muchinga","Isoka","Isoka District Hospital",1608,1769,"TX_CURR","Adults"
"Muchinga","Isoka","Isoka OPD",792,871,"TX_CURR","Adults"
"Muchinga","Isoka","Kafwimbi Rural Health Centre",86,95,"TX_CURR","Adults"
"Muchinga","Isoka","Kalungu Rural Health Centre",581,639,"TX_CURR","Adults"
